team_number,season,event_key,match_number,elo_before,elo_after,elo_change
11148,2223,2223-AU-AUCMP,7,1606.5,1621.9,15.41
16337,2223,2223-AU-AUCMP,8,1456.1,1473.0,16.89
15216,2223,2223-AU-AUCMP,8,1500.0,1516.9,16.89
11146,2223,2223-AU-AUCMP,8,1469.5,1452.6,-16.89
13710,2223,2223-AU-AUCMP,8,1525.4,1508.5,-16.89
11147,2223,2223-AU-AUCMP,9,1583.0,1595.2,12.17
12993,2223,2223-AU-AUCMP,9,1639.5,1651.7,12.17
17101,2223,2223-AU-AUCMP,9,1546.9,1534.8,-12.17
19450,2223,2223-AU-AUCMP,9,1506.1,1494.0,-12.17
11322,2223,2223-AU-AUCMP,10,1555.8,1539.5,-16.28
18228,2223,2223-AU-AUCMP,10,1501.7,1485.5,-16.28
16492,2223,2223-AU-AUCMP,10,1562.6,1578.9,16.28
16526,2223,2223-AU-AUCMP,10,1482.7,1499.0,16.28
19451,2223,2223-AU-AUCMP,11,1463.3,1447.3,-15.93
19480,2223,2223-AU-AUCMP,11,1495.4,1479.4,-15.93
18362,2223,2223-AU-AUCMP,11,1453.8,1469.7,15.93
12554,2223,2223-AU-AUCMP,11,1507.8,1523.7,15.93
11323,2223,2223-AU-AUCMP,12,1439.0,1453.1,14.06
14349,2223,2223-AU-AUCMP,12,1559.2,1573.2,14.06
18359,2223,2223-AU-AUCMP,12,1473.2,1459.1,-14.06
11145,2223,2223-AU-AUCMP,12,1440.3,1426.3,-14.06
13626,2223,2223-AU-AUCMP,13,1522.1,1504.9,-17.21
18363,2223,2223-AU-AUCMP,13,1515.7,1498.4,-17.21
18306,2223,2223-AU-AUCMP,13,1494.5,1511.7,17.21
22116,2223,2223-AU-AUCMP,13,1490.5,1507.7,17.21
11148,2223,2223-AU-AUCMP,14,1621.9,1635.8,13.93
18003,2223,2223-AU-AUCMP,14,1491.4,1505.3,13.93
21035,2223,2223-AU-AUCMP,14,1514.2,1500.3,-13.93
13710,2223,2223-AU-AUCMP,14,1508.5,1494.6,-13.93
20667,2223,2223-AU-AUCMP,15,1515.5,1502.6,-12.84
11258,2223,2223-AU-AUCMP,15,1470.3,1457.4,-12.84
12993,2223,2223-AU-AUCMP,15,1651.7,1664.5,12.84
16337,2223,2223-AU-AUCMP,15,1473.0,1485.9,12.84
17101,2223,2223-AU-AUCMP,16,1534.8,1522.6,-12.12
14339,2223,2223-AU-AUCMP,16,1482.7,1470.6,-12.12
14380,2223,2223-AU-AUCMP,16,1648.6,1660.7,12.12
15145,2223,2223-AU-AUCMP,16,1540.6,1552.7,12.12
15216,2223,2223-AU-AUCMP,17,1516.9,1497.9,-18.99
14579,2223,2223-AU-AUCMP,17,1592.9,1573.9,-18.99
19457,2223,2223-AU-AUCMP,17,1484.6,1503.6,18.99
19450,2223,2223-AU-AUCMP,17,1494.0,1512.9,18.99
15210,2223,2223-AU-AUCMP,18,1497.0,1516.2,19.19
11146,2223,2223-AU-AUCMP,18,1452.6,1471.8,19.19
21511,2223,2223-AU-AUCMP,18,1495.1,1475.9,-19.19
11147,2223,2223-AU-AUCMP,18,1595.2,1576.0,-19.19
11323,2223,2223-AU-AUCMP,19,1453.1,1437.7,-15.33
13626,2223,2223-AU-AUCMP,19,1504.9,1489.5,-15.33
19451,2223,2223-AU-AUCMP,19,1447.3,1462.7,15.33
11322,2223,2223-AU-AUCMP,19,1539.5,1554.9,15.33
22116,2223,2223-AU-AUCMP,20,1507.7,1493.7,-14.04
18228,2223,2223-AU-AUCMP,20,1485.5,1471.4,-14.04
14349,2223,2223-AU-AUCMP,20,1573.2,1587.3,14.04
18003,2223,2223-AU-AUCMP,20,1505.3,1519.4,14.04
12554,2223,2223-AU-AUCMP,21,1523.7,1537.2,13.45
21035,2223,2223-AU-AUCMP,21,1500.3,1513.7,13.45
11145,2223,2223-AU-AUCMP,21,1426.3,1412.8,-13.45
16337,2223,2223-AU-AUCMP,21,1485.9,1472.4,-13.45
16492,2223,2223-AU-AUCMP,22,1578.9,1566.5,-12.4
19480,2223,2223-AU-AUCMP,22,1479.4,1467.0,-12.4
12993,2223,2223-AU-AUCMP,22,1664.5,1676.9,12.4
15145,2223,2223-AU-AUCMP,22,1552.7,1565.1,12.4
11148,2223,2223-AU-AUCMP,23,1635.8,1648.1,12.23
18363,2223,2223-AU-AUCMP,23,1498.4,1510.7,12.23
15216,2223,2223-AU-AUCMP,23,1497.9,1485.7,-12.23
18362,2223,2223-AU-AUCMP,23,1469.7,1457.5,-12.23
13710,2223,2223-AU-AUCMP,24,1494.6,1507.4,12.8
11147,2223,2223-AU-AUCMP,24,1576.0,1588.8,12.8
18359,2223,2223-AU-AUCMP,24,1459.1,1446.3,-12.8
14339,2223,2223-AU-AUCMP,24,1470.6,1457.8,-12.8
17101,2223,2223-AU-AUCMP,25,1522.6,1505.4,-17.21
19457,2223,2223-AU-AUCMP,25,1503.6,1486.4,-17.21
11258,2223,2223-AU-AUCMP,25,1457.4,1474.7,17.21
15210,2223,2223-AU-AUCMP,25,1516.2,1533.4,17.21
18306,2223,2223-AU-AUCMP,26,1511.7,1529.9,18.13
11146,2223,2223-AU-AUCMP,26,1471.8,1490.0,18.13
14579,2223,2223-AU-AUCMP,26,1573.9,1555.8,-18.13
20667,2223,2223-AU-AUCMP,26,1502.6,1484.5,-18.13
21511,2223,2223-AU-AUCMP,27,1475.9,1495.7,19.86
19450,2223,2223-AU-AUCMP,27,1512.9,1532.8,19.86
14380,2223,2223-AU-AUCMP,27,1660.7,1640.9,-19.86
16526,2223,2223-AU-AUCMP,27,1499.0,1479.1,-19.86
12993,2223,2223-AU-AUCMP,28,1676.9,1688.6,11.64
22116,2223,2223-AU-AUCMP,28,1493.7,1505.3,11.64
19451,2223,2223-AU-AUCMP,28,1462.7,1451.0,-11.64
21035,2223,2223-AU-AUCMP,28,1513.7,1502.1,-11.64
12554,2223,2223-AU-AUCMP,29,1537.2,1555.4,18.22
15216,2223,2223-AU-AUCMP,29,1485.7,1503.9,18.22
15145,2223,2223-AU-AUCMP,29,1565.1,1546.9,-18.22
11322,2223,2223-AU-AUCMP,29,1554.9,1536.6,-18.22
13710,2223,2223-AU-AUCMP,30,1507.4,1521.6,14.25
18228,2223,2223-AU-AUCMP,30,1471.4,1485.7,14.25
11145,2223,2223-AU-AUCMP,30,1412.8,1398.6,-14.25
13626,2223,2223-AU-AUCMP,30,1489.5,1475.3,-14.25
18362,2223,2223-AU-AUCMP,31,1457.5,1471.2,13.72
16492,2223,2223-AU-AUCMP,31,1566.5,1580.2,13.72
19457,2223,2223-AU-AUCMP,31,1486.4,1472.7,-13.72
11323,2223,2223-AU-AUCMP,31,1437.7,1424.0,-13.72
18003,2223,2223-AU-AUCMP,32,1519.4,1538.8,19.41
11258,2223,2223-AU-AUCMP,32,1474.7,1494.1,19.41
14579,2223,2223-AU-AUCMP,32,1555.8,1536.4,-19.41
11147,2223,2223-AU-AUCMP,32,1588.8,1569.4,-19.41
14349,2223,2223-AU-AUCMP,33,1587.3,1597.3,10.05
14380,2223,2223-AU-AUCMP,33,1640.9,1650.9,10.05
19480,2223,2223-AU-AUCMP,33,1467.0,1457.0,-10.05
11146,2223,2223-AU-AUCMP,33,1490.0,1479.9,-10.05
16526,2223,2223-AU-AUCMP,34,1479.1,1493.0,13.9
11148,2223,2223-AU-AUCMP,34,1648.1,1662.0,13.9
17101,2223,2223-AU-AUCMP,34,1505.4,1491.5,-13.9
18306,2223,2223-AU-AUCMP,34,1529.9,1516.0,-13.9
16337,2223,2223-AU-AUCMP,35,1472.4,1456.1,-16.32
19450,2223,2223-AU-AUCMP,35,1532.8,1516.5,-16.32
15210,2223,2223-AU-AUCMP,35,1533.4,1549.7,16.32
14339,2223,2223-AU-AUCMP,35,1457.8,1474.1,16.32
18359,2223,2223-AU-AUCMP,36,1446.3,1432.1,-14.27
20667,2223,2223-AU-AUCMP,36,1484.5,1470.2,-14.27
18363,2223,2223-AU-AUCMP,36,1510.7,1524.9,14.27
21511,2223,2223-AU-AUCMP,36,1495.7,1510.0,14.27
11322,2223,2223-AU-AUCMP,37,1536.6,1547.5,10.87
12993,2223,2223-AU-AUCMP,37,1688.6,1699.4,10.87
19457,2223,2223-AU-AUCMP,37,1472.7,1461.8,-10.87
13710,2223,2223-AU-AUCMP,37,1521.6,1510.8,-10.87
18362,2223,2223-AU-AUCMP,38,1471.2,1486.2,15.07
15145,2223,2223-AU-AUCMP,38,1546.9,1561.9,15.07
13626,2223,2223-AU-AUCMP,38,1475.3,1460.2,-15.07
21035,2223,2223-AU-AUCMP,38,1502.1,1487.0,-15.07
11147,2223,2223-AU-AUCMP,39,1569.4,1555.7,-13.62
15216,2223,2223-AU-AUCMP,39,1503.9,1490.3,-13.62
16492,2223,2223-AU-AUCMP,39,1580.2,1593.8,13.62
14349,2223,2223-AU-AUCMP,39,1597.3,1611.0,13.62
16526,2223,2223-AU-AUCMP,40,1493.0,1479.7,-13.3
11323,2223,2223-AU-AUCMP,40,1424.0,1410.7,-13.3
11146,2223,2223-AU-AUCMP,40,1479.9,1493.2,13.3
12554,2223,2223-AU-AUCMP,40,1555.4,1568.7,13.3
19451,2223,2223-AU-AUCMP,41,1451.0,1440.8,-10.25
18228,2223,2223-AU-AUCMP,41,1485.7,1475.4,-10.25
14579,2223,2223-AU-AUCMP,41,1536.4,1546.6,10.25
11148,2223,2223-AU-AUCMP,41,1662.0,1672.2,10.25
18306,2223,2223-AU-AUCMP,42,1516.0,1505.5,-10.43
18359,2223,2223-AU-AUCMP,42,1432.1,1421.6,-10.43
14380,2223,2223-AU-AUCMP,42,1650.9,1661.4,10.43
15210,2223,2223-AU-AUCMP,42,1549.7,1560.2,10.43
19450,2223,2223-AU-AUCMP,43,1516.5,1531.3,14.87
20667,2223,2223-AU-AUCMP,43,1470.2,1485.1,14.87
11145,2223,2223-AU-AUCMP,43,1398.6,1383.7,-14.87
18003,2223,2223-AU-AUCMP,43,1538.8,1523.9,-14.87
21511,2223,2223-AU-AUCMP,44,1510.0,1494.4,-15.65
14339,2223,2223-AU-AUCMP,44,1474.1,1458.5,-15.65
22116,2223,2223-AU-AUCMP,44,1505.3,1521.0,15.65
11258,2223,2223-AU-AUCMP,44,1494.1,1509.7,15.65
17101,2223,2223-AU-AUCMP,45,1491.5,1505.2,13.64
18363,2223,2223-AU-AUCMP,45,1524.9,1538.6,13.64
19480,2223,2223-AU-AUCMP,45,1457.0,1443.3,-13.64
16337,2223,2223-AU-AUCMP,45,1456.1,1442.5,-13.64
15145,2223,2223-AU-AUCMP,46,1561.9,1546.4,-15.59
13710,2223,2223-AU-AUCMP,46,1510.8,1495.2,-15.59
14349,2223,2223-AU-AUCMP,46,1611.0,1626.5,15.59
16526,2223,2223-AU-AUCMP,46,1479.7,1495.3,15.59
13626,2223,2223-AU-AUCMP,47,1460.2,1448.7,-11.54
12554,2223,2223-AU-AUCMP,47,1568.7,1557.2,-11.54
11147,2223,2223-AU-AUCMP,47,1555.7,1567.3,11.54
11148,2223,2223-AU-AUCMP,47,1672.2,1683.7,11.54
14579,2223,2223-AU-AUCMP,48,1546.6,1530.1,-16.51
14380,2223,2223-AU-AUCMP,48,1661.4,1644.8,-16.51
18362,2223,2223-AU-AUCMP,48,1486.2,1502.7,16.51
12993,2223,2223-AU-AUCMP,48,1699.4,1715.9,16.51
16492,2223,2223-AU-AUCMP,49,1593.8,1577.9,-15.95
19451,2223,2223-AU-AUCMP,49,1440.8,1424.8,-15.95
18306,2223,2223-AU-AUCMP,49,1505.5,1521.5,15.95
19450,2223,2223-AU-AUCMP,49,1531.3,1547.3,15.95
15210,2223,2223-AU-AUCMP,50,1560.2,1572.0,11.83
22116,2223,2223-AU-AUCMP,50,1521.0,1532.8,11.83
20667,2223,2223-AU-AUCMP,50,1485.1,1473.3,-11.83
11323,2223,2223-AU-AUCMP,50,1410.7,1398.9,-11.83
11322,2223,2223-AU-AUCMP,51,1547.5,1532.2,-15.35
16337,2223,2223-AU-AUCMP,51,1442.5,1427.1,-15.35
18003,2223,2223-AU-AUCMP,51,1523.9,1539.3,15.35
21511,2223,2223-AU-AUCMP,51,1494.4,1509.7,15.35
21035,2223,2223-AU-AUCMP,52,1487.0,1473.0,-14.01
18359,2223,2223-AU-AUCMP,52,1421.6,1407.6,-14.01
17101,2223,2223-AU-AUCMP,52,1505.2,1519.2,14.01
15216,2223,2223-AU-AUCMP,52,1490.3,1504.3,14.01
19457,2223,2223-AU-AUCMP,53,1461.8,1479.1,17.29
11145,2223,2223-AU-AUCMP,53,1383.7,1401.0,17.29
19480,2223,2223-AU-AUCMP,53,1443.3,1426.1,-17.29
14339,2223,2223-AU-AUCMP,53,1458.5,1441.2,-17.29
11146,2223,2223-AU-AUCMP,54,1493.2,1508.1,14.93
18363,2223,2223-AU-AUCMP,54,1538.6,1553.5,14.93
11258,2223,2223-AU-AUCMP,54,1509.7,1494.8,-14.93
18228,2223,2223-AU-AUCMP,54,1475.4,1460.5,-14.93
22801,2223,2223-AU-AUMPOS1,1,1500.0,1516.0,16.0
8644,2223,2223-AU-AUMPOS1,1,1500.0,1516.0,16.0
18614,2223,2223-AU-AUMPOS1,1,1500.0,1484.0,-16.0
19013,2223,2223-AU-AUMPOS1,1,1500.0,1484.0,-16.0
12993,2223,2223-AU-AUMPOS1,1,1715.9,1726.8,10.85
8644,2223,2223-AU-AUMPOS1,1,1516.0,1526.8,10.85
11022,2223,2223-AU-AUMPOS1,1,1500.0,1489.2,-10.85
3491,2223,2223-AU-AUMPOS1,1,1500.0,1489.2,-10.85
22975,2223,2223-AU-AUMPOS1,2,1500.0,1484.1,-15.89
13710,2223,2223-AU-AUMPOS1,2,1495.2,1479.3,-15.89
19030,2223,2223-AU-AUMPOS1,2,1500.0,1515.9,15.89
5843,2223,2223-AU-AUMPOS1,2,1500.0,1515.9,15.89
8644,2223,2223-AU-AUMPOS1,2,1526.8,1537.0,10.19
12993,2223,2223-AU-AUMPOS1,2,1726.8,1737.0,10.19
22846,2223,2223-AU-AUMPOS1,2,1500.0,1489.8,-10.19
3491,2223,2223-AU-AUMPOS1,2,1489.2,1479.0,-10.19
14349,2223,2223-AU-AUMPOS1,3,1626.5,1639.7,13.12
22985,2223,2223-AU-AUMPOS1,3,1500.0,1513.1,13.12
22927,2223,2223-AU-AUMPOS1,3,1500.0,1486.9,-13.12
99999,2223,2223-AU-AUMPOS1,3,1500.0,1486.9,-13.12
20870,2223,2223-AU-AUMPOS1,3,1500.0,1518.9,18.88
99990,2223,2223-AU-AUMPOS1,3,1500.0,1518.9,18.88
99999,2223,2223-AU-AUMPOS1,3,1486.9,1468.0,-18.88
14349,2223,2223-AU-AUMPOS1,3,1639.7,1620.8,-18.88
11022,2223,2223-AU-AUMPOS1,4,1489.2,1505.6,16.48
22846,2223,2223-AU-AUMPOS1,4,1489.8,1506.3,16.48
22920,2223,2223-AU-AUMPOS1,4,1500.0,1483.5,-16.48
23138,2223,2223-AU-AUMPOS1,4,1500.0,1483.5,-16.48
3491,2223,2223-AU-AUMPOS1,5,1479.0,1495.0,16.05
20870,2223,2223-AU-AUMPOS1,5,1518.9,1534.9,16.05
99998,2223,2223-AU-AUMPOS1,5,1500.0,1484.0,-16.05
20871,2223,2223-AU-AUMPOS1,5,1500.0,1484.0,-16.05
17624,2223,2223-AU-AUMPOS1,6,1500.0,1484.5,-15.51
18024,2223,2223-AU-AUMPOS1,6,1500.0,1484.5,-15.51
14277,2223,2223-AU-AUMPOS1,6,1500.0,1515.5,15.51
18306,2223,2223-AU-AUMPOS1,6,1521.5,1537.0,15.51
17556,2223,2223-AU-AUMPOS1,7,1462.8,1453.0,-9.8
19093,2223,2223-AU-AUMPOS1,7,1500.0,1490.2,-9.8
12993,2223,2223-AU-AUMPOS1,7,1737.0,1746.8,9.8
21511,2223,2223-AU-AUMPOS1,7,1509.7,1519.5,9.8
22922,2223,2223-AU-AUMPOS1,8,1500.0,1483.6,-16.37
19512,2223,2223-AU-AUMPOS1,8,1500.0,1483.6,-16.37
20890,2223,2223-AU-AUMPOS1,8,1500.0,1516.4,16.37
22975,2223,2223-AU-AUMPOS1,8,1484.1,1500.5,16.37
13710,2223,2223-AU-AUMPOS1,9,1479.3,1464.5,-14.8
99999,2223,2223-AU-AUMPOS1,9,1468.0,1453.2,-14.8
23138,2223,2223-AU-AUMPOS1,9,1483.5,1498.3,14.8
22801,2223,2223-AU-AUMPOS1,9,1516.0,1530.8,14.8
20871,2223,2223-AU-AUMPOS1,10,1484.0,1498.8,14.84
8644,2223,2223-AU-AUMPOS1,10,1537.0,1551.9,14.84
22920,2223,2223-AU-AUMPOS1,10,1483.5,1468.7,-14.84
22927,2223,2223-AU-AUMPOS1,10,1486.9,1472.0,-14.84
11022,2223,2223-AU-AUMPOS1,11,1505.6,1518.1,12.43
14349,2223,2223-AU-AUMPOS1,11,1620.8,1633.2,12.43
17624,2223,2223-AU-AUMPOS1,11,1484.5,1472.1,-12.43
18614,2223,2223-AU-AUMPOS1,11,1484.0,1471.6,-12.43
3491,2223,2223-AU-AUMPOS1,12,1495.0,1484.6,-10.45
18024,2223,2223-AU-AUMPOS1,12,1484.5,1474.0,-10.45
12993,2223,2223-AU-AUMPOS1,12,1746.8,1757.2,10.45
19013,2223,2223-AU-AUMPOS1,12,1484.0,1494.5,10.45
19512,2223,2223-AU-AUMPOS1,13,1483.6,1466.9,-16.77
19030,2223,2223-AU-AUMPOS1,13,1515.9,1499.1,-16.77
17556,2223,2223-AU-AUMPOS1,13,1453.0,1469.8,16.77
22985,2223,2223-AU-AUMPOS1,13,1513.1,1529.9,16.77
22846,2223,2223-AU-AUMPOS1,14,1506.3,1523.4,17.14
5843,2223,2223-AU-AUMPOS1,14,1515.9,1533.0,17.14
20870,2223,2223-AU-AUMPOS1,14,1534.9,1517.8,-17.14
18306,2223,2223-AU-AUMPOS1,14,1537.0,1519.8,-17.14
99998,2223,2223-AU-AUMPOS1,15,1484.0,1500.7,16.8
20890,2223,2223-AU-AUMPOS1,15,1516.4,1533.2,16.8
14277,2223,2223-AU-AUMPOS1,15,1515.5,1498.7,-16.8
21511,2223,2223-AU-AUMPOS1,15,1519.5,1502.7,-16.8
22922,2223,2223-AU-AUMPOS1,16,1483.6,1468.0,-15.67
13710,2223,2223-AU-AUMPOS1,16,1464.5,1448.8,-15.67
19093,2223,2223-AU-AUMPOS1,16,1490.2,1505.9,15.67
17624,2223,2223-AU-AUMPOS1,16,1472.1,1487.7,15.67
22975,2223,2223-AU-AUMPOS1,17,1500.5,1483.3,-17.14
8644,2223,2223-AU-AUMPOS1,17,1551.9,1534.7,-17.14
3491,2223,2223-AU-AUMPOS1,17,1484.6,1501.7,17.14
11022,2223,2223-AU-AUMPOS1,17,1518.1,1535.2,17.14
18024,2223,2223-AU-AUMPOS1,18,1474.0,1459.3,-14.73
20871,2223,2223-AU-AUMPOS1,18,1498.8,1484.1,-14.73
22985,2223,2223-AU-AUMPOS1,18,1529.9,1544.6,14.73
23138,2223,2223-AU-AUMPOS1,18,1498.3,1513.0,14.73
99999,2223,2223-AU-AUMPOS1,19,1453.2,1470.6,17.38
18614,2223,2223-AU-AUMPOS1,19,1471.6,1489.0,17.38
20870,2223,2223-AU-AUMPOS1,19,1517.8,1500.4,-17.38
19512,2223,2223-AU-AUMPOS1,19,1466.9,1449.5,-17.38
18306,2223,2223-AU-AUMPOS1,20,1519.8,1509.7,-10.12
22920,2223,2223-AU-AUMPOS1,20,1468.7,1458.6,-10.12
12993,2223,2223-AU-AUMPOS1,20,1757.2,1767.4,10.12
19030,2223,2223-AU-AUMPOS1,20,1499.1,1509.2,10.12
21511,2223,2223-AU-AUMPOS1,21,1502.7,1490.9,-11.82
22922,2223,2223-AU-AUMPOS1,21,1468.0,1456.1,-11.82
22846,2223,2223-AU-AUMPOS1,21,1523.4,1535.3,11.82
14349,2223,2223-AU-AUMPOS1,21,1633.2,1645.0,11.82
14277,2223,2223-AU-AUMPOS1,22,1498.7,1482.9,-15.78
19013,2223,2223-AU-AUMPOS1,22,1494.5,1478.7,-15.78
5843,2223,2223-AU-AUMPOS1,22,1533.0,1548.8,15.78
17556,2223,2223-AU-AUMPOS1,22,1469.8,1485.6,15.78
20890,2223,2223-AU-AUMPOS1,23,1533.2,1517.9,-15.28
22927,2223,2223-AU-AUMPOS1,23,1472.0,1456.8,-15.28
19093,2223,2223-AU-AUMPOS1,23,1505.9,1521.1,15.28
22801,2223,2223-AU-AUMPOS1,23,1530.8,1546.1,15.28
22975,2223,2223-AU-AUMPOS1,24,1483.3,1466.1,-17.25
99998,2223,2223-AU-AUMPOS1,24,1500.7,1483.5,-17.25
18024,2223,2223-AU-AUMPOS1,24,1459.3,1476.6,17.25
99999,2223,2223-AU-AUMPOS1,24,1470.6,1487.8,17.25
23138,2223,2223-AU-AUMPOS1,25,1513.0,1497.7,-15.38
19512,2223,2223-AU-AUMPOS1,25,1449.5,1434.1,-15.38
17624,2223,2223-AU-AUMPOS1,25,1487.7,1503.1,15.38
3491,2223,2223-AU-AUMPOS1,25,1501.7,1517.1,15.38
12993,2223,2223-AU-AUMPOS1,26,1767.4,1779.0,11.69
13710,2223,2223-AU-AUMPOS1,26,1448.8,1460.5,11.69
18614,2223,2223-AU-AUMPOS1,26,1489.0,1477.3,-11.69
22846,2223,2223-AU-AUMPOS1,26,1535.3,1523.6,-11.69
14277,2223,2223-AU-AUMPOS1,27,1482.9,1471.1,-11.79
20871,2223,2223-AU-AUMPOS1,27,1484.1,1472.3,-11.79
19030,2223,2223-AU-AUMPOS1,27,1509.2,1521.0,11.79
14349,2223,2223-AU-AUMPOS1,27,1645.0,1656.8,11.79
8644,2223,2223-AU-AUMPOS1,28,1534.7,1550.0,15.27
20870,2223,2223-AU-AUMPOS1,28,1500.4,1515.7,15.27
17556,2223,2223-AU-AUMPOS1,28,1485.6,1470.3,-15.27
20890,2223,2223-AU-AUMPOS1,28,1517.9,1502.6,-15.27
5843,2223,2223-AU-AUMPOS1,29,1548.8,1531.6,-17.21
99998,2223,2223-AU-AUMPOS1,29,1483.5,1466.3,-17.21
19093,2223,2223-AU-AUMPOS1,29,1521.1,1538.4,17.21
22920,2223,2223-AU-AUMPOS1,29,1458.6,1475.8,17.21
22927,2223,2223-AU-AUMPOS1,30,1456.8,1442.1,-14.72
19013,2223,2223-AU-AUMPOS1,30,1478.7,1464.0,-14.72
22922,2223,2223-AU-AUMPOS1,30,1456.1,1470.9,14.72
11022,2223,2223-AU-AUMPOS1,30,1535.2,1549.9,14.72
18306,2223,2223-AU-AUMPOS1,31,1509.7,1525.3,15.6
22985,2223,2223-AU-AUMPOS1,31,1544.6,1560.2,15.6
22801,2223,2223-AU-AUMPOS1,31,1546.1,1530.5,-15.6
21511,2223,2223-AU-AUMPOS1,31,1490.9,1475.3,-15.6
22846,2223,2223-AU-AUMPOS1,32,1523.6,1505.5,-18.02
17624,2223,2223-AU-AUMPOS1,32,1503.1,1485.1,-18.02
20871,2223,2223-AU-AUMPOS1,32,1472.3,1490.3,18.02
22975,2223,2223-AU-AUMPOS1,32,1466.1,1484.1,18.02
18024,2223,2223-AU-AUMPOS1,33,1476.6,1488.7,12.16
14349,2223,2223-AU-AUMPOS1,33,1656.8,1669.0,12.16
13710,2223,2223-AU-AUMPOS1,33,1460.5,1448.3,-12.16
20890,2223,2223-AU-AUMPOS1,33,1502.6,1490.5,-12.16
12993,2223,2223-AU-AUMPOS1,34,1779.0,1789.3,10.27
23138,2223,2223-AU-AUMPOS1,34,1497.7,1507.9,10.27
8644,2223,2223-AU-AUMPOS1,34,1550.0,1539.7,-10.27
99998,2223,2223-AU-AUMPOS1,34,1466.3,1456.0,-10.27
99999,2223,2223-AU-AUMPOS1,35,1487.8,1503.7,15.88
19093,2223,2223-AU-AUMPOS1,35,1538.4,1554.2,15.88
14277,2223,2223-AU-AUMPOS1,35,1471.1,1455.3,-15.88
11022,2223,2223-AU-AUMPOS1,35,1549.9,1534.0,-15.88
22927,2223,2223-AU-AUMPOS1,36,1442.1,1428.1,-13.93
17556,2223,2223-AU-AUMPOS1,36,1470.3,1456.3,-13.93
18306,2223,2223-AU-AUMPOS1,36,1525.3,1539.3,13.93
18614,2223,2223-AU-AUMPOS1,36,1477.3,1491.2,13.93
21511,2223,2223-AU-AUMPOS1,37,1475.3,1490.1,14.78
22920,2223,2223-AU-AUMPOS1,37,1475.8,1490.5,14.78
19013,2223,2223-AU-AUMPOS1,37,1464.0,1449.2,-14.78
19512,2223,2223-AU-AUMPOS1,37,1434.1,1419.3,-14.78
22985,2223,2223-AU-AUMPOS1,38,1560.2,1574.5,14.28
3491,2223,2223-AU-AUMPOS1,38,1517.1,1531.4,14.28
5843,2223,2223-AU-AUMPOS1,38,1531.6,1517.3,-14.28
22922,2223,2223-AU-AUMPOS1,38,1470.9,1456.6,-14.28
19030,2223,2223-AU-AUMPOS1,39,1521.0,1536.6,15.6
20870,2223,2223-AU-AUMPOS1,39,1515.7,1531.3,15.6
22801,2223,2223-AU-AUMPOS1,39,1530.5,1514.9,-15.6
18024,2223,2223-AU-AUMPOS1,39,1488.7,1473.1,-15.6
19093,2223,2223-AU-AUMPOS1,40,1554.2,1572.3,18.08
23138,2223,2223-AU-AUMPOS1,40,1507.9,1526.0,18.08
22975,2223,2223-AU-AUMPOS1,40,1484.1,1466.0,-18.08
14349,2223,2223-AU-AUMPOS1,40,1669.0,1650.9,-18.08
11022,2223,2223-AU-AUMPOS1,41,1534.0,1547.0,12.94
18306,2223,2223-AU-AUMPOS1,41,1539.3,1552.2,12.94
13710,2223,2223-AU-AUMPOS1,41,1448.3,1435.4,-12.94
20871,2223,2223-AU-AUMPOS1,41,1490.3,1477.4,-12.94
19013,2223,2223-AU-AUMPOS1,42,1449.2,1434.8,-14.4
20890,2223,2223-AU-AUMPOS1,42,1490.5,1476.1,-14.4
22846,2223,2223-AU-AUMPOS1,42,1505.5,1519.9,14.4
99999,2223,2223-AU-AUMPOS1,42,1503.7,1518.1,14.4
22920,2223,2223-AU-AUMPOS1,43,1490.5,1474.7,-15.89
18614,2223,2223-AU-AUMPOS1,43,1491.2,1475.3,-15.89
14277,2223,2223-AU-AUMPOS1,43,1455.3,1471.1,15.89
3491,2223,2223-AU-AUMPOS1,43,1531.4,1547.3,15.89
19030,2223,2223-AU-AUMPOS1,44,1536.6,1520.8,-15.81
17624,2223,2223-AU-AUMPOS1,44,1485.1,1469.3,-15.81
8644,2223,2223-AU-AUMPOS1,44,1539.7,1555.5,15.81
21511,2223,2223-AU-AUMPOS1,44,1490.1,1505.9,15.81
5843,2223,2223-AU-AUMPOS1,45,1517.3,1524.1,6.74
12993,2223,2223-AU-AUMPOS1,45,1789.3,1796.1,6.74
22927,2223,2223-AU-AUMPOS1,45,1428.1,1421.4,-6.74
19512,2223,2223-AU-AUMPOS1,45,1419.3,1412.6,-6.74
22801,2223,2223-AU-AUMPOS1,46,1514.9,1529.5,14.65
17556,2223,2223-AU-AUMPOS1,46,1456.3,1471.0,14.65
99998,2223,2223-AU-AUMPOS1,46,1456.0,1441.4,-14.65
22922,2223,2223-AU-AUMPOS1,46,1456.6,1441.9,-14.65
22975,2223,2223-AU-AUMPOS1,47,1466.0,1452.9,-13.17
20870,2223,2223-AU-AUMPOS1,47,1531.3,1518.1,-13.17
22985,2223,2223-AU-AUMPOS1,47,1574.5,1587.7,13.17
11022,2223,2223-AU-AUMPOS1,47,1547.0,1560.1,13.17
21657,2223,2223-AU-AUPYQ,1,1500.0,1485.6,-14.39
5784,2223,2223-AU-AUPYQ,1,1500.0,1485.6,-14.39
18362,2223,2223-AU-AUPYQ,1,1502.7,1517.1,14.39
11147,2223,2223-AU-AUPYQ,1,1567.3,1581.7,14.39
